transcript_id,1101.2.gtf,1548.2.gtf,1628.2.gtf,Sample4.2.gtf,Sample5.2.gtf,Sample6.2.gtf
Montipora_capitata_PredGene_g8207.t1,56,45,0,14,19,7
Montipora_capitata_PredGene_adi2mcaRNA19056_R0.t1,156,109,59,19,28,11
Montipora_capitata_PredGene_g62310.t1,0,0,0,18,23,11
Montipora_capitata_PredGene_g36874.t1,0,0,0,7,19,15
Montipora_capitata_PredGene_g68224.t1,15,0,0,11,7,18
Montipora_capitata_PredGene_adi2mcaRNA33844_R6.t1,0,0,0,10,4,3
Montipora_capitata_PredGene_g3337.t1,0,0,0,4,8,10
Montipora_capitata_PredGene_g64904.t1,0,0,0,5,0,7
Montipora_capitata_PredGene_g58022.t1,9,41,0,38,22,19
Montipora_capitata_PredGene_g29688.t1,95,56,18,319,153,129
Montipora_capitata_PredGene_adi2mcaRNA6537_R4.t1,324,139,31,13,14,9
Montipora_capitata_PredGene_g35625.t1,0,9,0,42,31,39
Montipora_capitata_PredGene_g52287.t1,344,182,231,17,11,27
Montipora_capitata_PredGene_g62620.t1,23,20,66,2,1,2
Montipora_capitata_PredGene_g62451.t1,4,0,0,0,1,2
Montipora_capitata_PredGene_g3312.t1,3827,2722,1646,49,35,60
Montipora_capitata_PredGene_g56442.t1,0,0,0,5,0,2
Montipora_capitata_PredGene_g36753.t1,0,0,0,5,6,0
Montipora_capitata_PredGene_g16792.t1,8,4,1,17,23,28
Montipora_capitata_PredGene_adi2mcaRNA18868_R4.t1,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA38903_R0.t1,41,19,53,19,13,19
Montipora_capitata_PredGene_g44792.t1,287,483,110,21,28,36
Montipora_capitata_PredGene_adi2mcaRNA14604_R2.t1,0,0,0,9,4,7
Montipora_capitata_PredGene_g50060.t1,92,21,51,26,4,19
Montipora_capitata_PredGene_g65642.t1,0,0,0,7,0,0
Montipora_capitata_PredGene_g26293.t1,0,0,0,3,8,1
Montipora_capitata_PredGene_g8546.t1,47,3,0,59,19,23
Montipora_capitata_PredGene_adi2mcaRNA23123_R3.t1,0,3,0,20,24,10
Montipora_capitata_PredGene_g19185.t1,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA24050_R5.t1,0,0,0,12,8,6
Montipora_capitata_PredGene_adi2mcaRNA30538_R0.t1,0,0,0,0,0,9
Montipora_capitata_PredGene_g62622.t1,0,1,0,7,2,4
Montipora_capitata_PredGene_g54379.t1,24,51,31,6,21,13
Montipora_capitata_PredGene_g10562.t1,26,18,0,9,7,9
Montipora_capitata_PredGene_g54588.t1,204,363,194,30,23,32
Montipora_capitata_PredGene_g15567.t1,8,6,6,0,0,0
Montipora_capitata_PredGene_g20726.t1,2630,1826,1592,139,93,104
Montipora_capitata_PredGene_g31831.t1,7,6,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA35486_R0.t1,45,53,13,4,0,2
Montipora_capitata_PredGene_adi2mcaRNA1571_R3.t1,79,37,12,29,9,15
Montipora_capitata_PredGene_g14576.t1,5,0,2,7,1,5
Montipora_capitata_PredGene_g17840.t1,0,0,0,0,8,3
Montipora_capitata_PredGene_g66472.t1,0,0,0,0,1,1
Montipora_capitata_PredGene_g27778.t1,0,0,0,5,5,5
Montipora_capitata_PredGene_g30899.t1,3,5,19,31,40,37
Montipora_capitata_PredGene_g29909.t1,0,0,0,0,0,0
Montipora_capitata_PredGene_g400.t1,52,157,126,8,15,15
Montipora_capitata_PredGene_g32970.t1,0,3,0,0,7,4
Montipora_capitata_PredGene_g57640.t1,0,0,0,7,2,9
Montipora_capitata_PredGene_g45730.t1,2,0,0,13,13,9
Montipora_capitata_PredGene_g48026.t1,312,308,391,20,16,31
Montipora_capitata_PredGene_g55422.t1,0,2,0,3,4,5
Montipora_capitata_PredGene_g57548.t1,3,0,0,9,24,27
Montipora_capitata_PredGene_g68016.t1,1533,1563,1785,20,12,16
Montipora_capitata_PredGene_g23218.t1,0,0,0,7,2,9
Montipora_capitata_PredGene_g60172.t1,0,0,0,21,18,7
Montipora_capitata_PredGene_g63631.t1,110,137,88,38,42,38
Montipora_capitata_PredGene_g4908.t1,0,0,0,5,6,0
Montipora_capitata_PredGene_g23472.t1,10125,4937,4880,21,17,41
Montipora_capitata_PredGene_g4413.t1,0,3,0,1,10,3
Montipora_capitata_PredGene_g10560.t1,0,0,0,14,11,11
Montipora_capitata_PredGene_g42187.t1,163,51,133,8,8,9
Montipora_capitata_PredGene_g30662.t1,218,203,246,21,12,8
Montipora_capitata_PredGene_g50584.t1,26,39,20,0,0,0
Montipora_capitata_PredGene_g27458.t1,17,7,1,30,14,15
Montipora_capitata_PredGene_g16790.t1,71,260,300,12,37,47
Montipora_capitata_PredGene_g47265.t1,0,0,0,7,2,1
Montipora_capitata_PredGene_g33260.t1,648,614,750,15,9,19
Montipora_capitata_PredGene_g66455.t1,191,173,83,22,33,34
Montipora_capitata_PredGene_g32972.t1,831,730,1011,0,6,0
Montipora_capitata_PredGene_g35078.t1,320,350,336,32,9,20
Montipora_capitata_PredGene_g16465.t1,114,120,79,31,20,22
Montipora_capitata_PredGene_g45732.t1,869,727,694,21,23,30
Montipora_capitata_PredGene_g6775.t1,25,7,27,18,13,6
Montipora_capitata_PredGene_g15158.t1,4479,3467,3679,12,11,8
Montipora_capitata_PredGene_g21415.t1,0,0,0,1,6,3
Montipora_capitata_PredGene_adi2mcaRNA21955_R0.t1,1018,575,696,64,53,76
Montipora_capitata_PredGene_g30754.t1,46,36,11,8,9,7
Montipora_capitata_PredGene_g61459.t1,5,1,2,7,16,10
Montipora_capitata_PredGene_g8127.t1,0,0,0,6,13,12
Montipora_capitata_PredGene_g402.t1,0,0,1,24,10,9
Montipora_capitata_PredGene_g27107.t1,71,78,148,24,16,18
Montipora_capitata_PredGene_g15786.t1,1,0,2,14,7,11
Montipora_capitata_PredGene_g68398.t1,0,0,0,6,6,0
Montipora_capitata_PredGene_g30660.t1,0,11,0,45,34,28
Montipora_capitata_PredGene_g35338.t1,150,41,63,25,25,38
Montipora_capitata_PredGene_g42185.t1,0,0,0,5,3,4
Montipora_capitata_PredGene_g68900.t1,74,40,73,5,6,8
Montipora_capitata_PredGene_g29213.t1,1142,623,604,51,37,43
Montipora_capitata_PredGene_g48024.t1,0,0,0,7,9,5
Montipora_capitata_PredGene_g38073.t1,3254,3560,3065,18,17,16
Montipora_capitata_PredGene_g44336.t1,2,0,0,11,7,5
Montipora_capitata_PredGene_g36606.t1,0,0,0,9,15,0
Montipora_capitata_PredGene_adi2mcaRNA3911_R9.t1,12,25,46,8,9,5
Montipora_capitata_PredGene_adi2mcaRNA15672_R0.t1,0,0,0,0,0,7
Montipora_capitata_PredGene_g29979.t1,0,0,0,25,26,15
Montipora_capitata_PredGene_g70401.t1,0,0,8,14,9,23
Montipora_capitata_PredGene_g17842.t1,0,0,0,4,4,4
Montipora_capitata_PredGene_g25164.t1,12478,6119,9866,18,21,26
Montipora_capitata_PredGene_g6258.t1,0,0,0,0,2,4
Montipora_capitata_PredGene_g20652.t1,0,0,0,11,4,4
Montipora_capitata_PredGene_g62949.t1,0,0,0,5,10,0
Montipora_capitata_PredGene_g50586.t1,6453,3920,1248,13,12,17
Montipora_capitata_PredGene_g29148.t1,0,4,2,10,3,0
Montipora_capitata_PredGene_g23470.t1,8,0,0,19,17,22
Montipora_capitata_PredGene_adi2mcaRNA12212_R1.t1,4320,2301,1090,53,25,58
Montipora_capitata_PredGene_g63633.t1,14,10,0,25,16,33
Montipora_capitata_PredGene_g62603.t1,350,239,385,8,5,0
Montipora_capitata_PredGene_g55969.t1,0,0,0,0,4,1
Montipora_capitata_PredGene_g29549.t1,1,2,1,11,11,14
Montipora_capitata_PredGene_g39390.t1,75,535,404,12,11,5
Montipora_capitata_PredGene_g56070.t1,0,0,0,38,26,29
Montipora_capitata_PredGene_g46432.t1,0,0,0,14,10,10
Montipora_capitata_PredGene_adi2mcaRNA32507_R9.t1,0,0,0,8,3,9
Montipora_capitata_PredGene_g32015.t1,3702,3664,3345,24,15,32
Montipora_capitata_PredGene_g3087.t1,145,113,50,23,31,29
Montipora_capitata_PredGene_g10889.t1,3,2,1,14,11,11
Montipora_capitata_PredGene_g26593.t1,0,0,0,6,3,1
Montipora_capitata_PredGene_adi2mcaRNA5330_R2.t1,6,6,1,23,14,29
Montipora_capitata_PredGene_g51419.t1,167,100,73,27,19,24
Montipora_capitata_PredGene_g38556.t1,0,0,0,17,8,4
Montipora_capitata_PredGene_g58168.t1,0,0,0,12,22,4
Montipora_capitata_PredGene_g34967.t1,280,235,301,13,12,14
Montipora_capitata_PredGene_g56931.t1,0,0,0,2,10,13
Montipora_capitata_PredGene_g14563.t1,0,0,0,3,1,5
Montipora_capitata_PredGene_g16771.t1,40,83,149,20,31,25
Montipora_capitata_PredGene_g71457.t1,0,0,0,48,27,60
Montipora_capitata_PredGene_g61868.t1,1145,1026,821,101,77,107
Montipora_capitata_PredGene_adi2mcaRNA30829_R1.t1,17,3,36,34,16,14
Montipora_capitata_PredGene_g18584.t1,14,20,94,37,18,18
Montipora_capitata_PredGene_g34505.t1,2,2,1,3,4,5
Montipora_capitata_PredGene_g645.t1,0,0,0,2,2,0
Montipora_capitata_PredGene_adi2mcaRNA7330_R6.t1,0,0,0,7,13,0
Montipora_capitata_PredGene_g68489.t1,0,0,0,4,3,4
Montipora_capitata_PredGene_g48867.t1,2,11,5,18,14,13
Montipora_capitata_PredGene_g64320.t1,0,0,0,4,7,7
Montipora_capitata_PredGene_g21109.t1,25,45,16,3,6,5
Montipora_capitata_PredGene_g423.t1,0,0,0,30,5,4
Montipora_capitata_PredGene_g9099.t1,0,0,25,0,61,54
Montipora_capitata_PredGene_g48894.t1,0,0,0,0,3,2
Montipora_capitata_PredGene_g2901.t1,0,0,0,9,0,7
Montipora_capitata_PredGene_g29187.t1,317,344,298,23,20,17
Montipora_capitata_PredGene_g59506.t1,0,0,4,10,12,8
Montipora_capitata_PredGene_g45081.t1,0,0,0,18,19,7
Montipora_capitata_PredGene_adi2mcaRNA5722_R1.t1,35,9,27,0,4,5
Montipora_capitata_PredGene_g34980.t1,52,22,43,8,13,6
Montipora_capitata_PredGene_g22138.t1,0,0,0,12,28,23
Montipora_capitata_PredGene_g39978.t1,60,30,26,22,28,13
Montipora_capitata_PredGene_g21686.t1,862,811,758,56,64,71
Montipora_capitata_PredGene_g27405.t1,0,0,0,3,6,0
Montipora_capitata_PredGene_g26782.t1,0,0,0,43,11,24
Montipora_capitata_PredGene_g44296.t1,0,0,0,6,7,14
Montipora_capitata_PredGene_g31669.t1,7,3,0,4,6,2
Montipora_capitata_PredGene_adi2mcaRNA14447_R9.t1,42,34,33,53,38,49
Montipora_capitata_PredGene_g70187.t1,0,0,0,12,32,34
Montipora_capitata_PredGene_g58020.t1,38,62,35,20,9,18
Montipora_capitata_PredGene_adi2mcaRNA30829_R3.t1,0,16,4,16,18,19
Montipora_capitata_PredGene_g53376.t1,5,5,3,16,18,15
Montipora_capitata_PredGene_g59504.t1,52,46,65,36,26,16
Montipora_capitata_PredGene_adi2mcaRNA3159_R9.t1,17,15,11,11,5,7
Montipora_capitata_PredGene_adi2mcaRNA6526_R0.t1,5,7,0,34,13,22
Montipora_capitata_PredGene_g52644.t1,0,0,0,26,10,9
Montipora_capitata_PredGene_adi2mcaRNA19778_R4.t1,70,69,54,3,0,8
Montipora_capitata_PredGene_g4250.t1,0,0,0,8,11,6
Montipora_capitata_PredGene_g51574.t1,0,0,0,6,7,5
Montipora_capitata_PredGene_g12489.t1,19,14,11,70,41,45
Montipora_capitata_PredGene_g57993.t1,0,0,0,6,3,6
Montipora_capitata_PredGene_g45418.t1,110,44,56,53,33,40
Montipora_capitata_PredGene_g51473.t1,0,0,0,2,2,9
Montipora_capitata_PredGene_g31833.t1,99,90,82,11,7,12
Montipora_capitata_PredGene_g29228.t1,24,0,0,18,7,24
Montipora_capitata_PredGene_g36440.t1,380,363,371,59,48,46
Montipora_capitata_PredGene_adi2mcaRNA613_R4.t1,49,39,0,22,21,4
Montipora_capitata_PredGene_g21684.t1,11,20,18,8,9,7
Montipora_capitata_PredGene_g31619.t1,12,11,15,25,41,31
Montipora_capitata_PredGene_g15957.t1,0,20,0,0,7,0
Montipora_capitata_PredGene_g37637.t1,1,0,0,5,9,6
Montipora_capitata_PredGene_adi2mcaRNA25449_R0.t1,1439,1420,1103,7,7,16
Montipora_capitata_PredGene_g24364.t1,230,157,109,13,9,5
Montipora_capitata_PredGene_g44987.t1,0,0,0,42,11,23
Montipora_capitata_PredGene_g46296.t1,2,7,5,13,15,8
Montipora_capitata_PredGene_g48865.t1,0,0,0,12,16,14
Montipora_capitata_PredGene_g38775.t1,74,199,86,15,35,22
Montipora_capitata_PredGene_g52512.t1,0,0,0,4,4,5
Montipora_capitata_PredGene_adi2mcaRNA27930_R0.t1,0,9,6,11,10,8
Montipora_capitata_PredGene_adi2mcaRNA14181_R1.t1,38,0,13,8,9,19
Montipora_capitata_PredGene_g52646.t1,86,167,124,7,13,10
Montipora_capitata_PredGene_adi2mcaRNA20823_R4.t1,398,854,469,72,49,56
Montipora_capitata_PredGene_g43751.t1,8,2,2,14,21,16
Montipora_capitata_PredGene_g43095.t1,407,328,358,21,13,29
Montipora_capitata_PredGene_g43503.t1,0,0,0,11,2,16
Montipora_capitata_PredGene_g49942.t1,37,36,85,23,21,25
Montipora_capitata_PredGene_g13665.t1,0,0,0,1,5,4
Montipora_capitata_PredGene_adi2mcaRNA34963_R7.t1,1,5,2,13,8,12
Montipora_capitata_PredGene_g38777.t1,56,151,50,12,26,16
Montipora_capitata_PredGene_g32198.t1,71,80,101,10,11,18
Montipora_capitata_PredGene_g2251.t1,5,3,7,37,7,14
Montipora_capitata_PredGene_g35426.t1,8,0,0,6,0,0
Montipora_capitata_PredGene_g5646.t1,0,0,0,20,0,18
Montipora_capitata_PredGene_g64050.t1,190,146,128,0,0,19
Montipora_capitata_PredGene_adi2mcaRNA13039_R0.t1,150,78,160,3,7,0
Montipora_capitata_PredGene_g45763.t1,154,184,186,10,20,15
Montipora_capitata_PredGene_g15118.t1,0,4,4,16,16,11
Montipora_capitata_PredGene_g17518.t1,0,0,0,2,2,6
Montipora_capitata_PredGene_g1319.t1,80,49,121,0,3,6
Montipora_capitata_PredGene_g13667.t1,0,0,0,2,0,5
Montipora_capitata_PredGene_g50281.t1,0,0,0,7,8,4
Montipora_capitata_PredGene_g27730.t1,0,0,0,8,2,0
Montipora_capitata_PredGene_adi2mcaRNA2735_R0.t1,121,81,138,7,16,27
Montipora_capitata_PredGene_g19371.t1,872,779,345,20,17,16
Montipora_capitata_PredGene_g47697.t1,661,342,391,18,10,5
Montipora_capitata_PredGene_g23975.t1,162,99,69,28,26,28
Montipora_capitata_PredGene_g36442.t1,221,145,225,28,24,21
Montipora_capitata_PredGene_adi2mcaRNA7084_R1.t1,0,0,0,8,5,3
Montipora_capitata_PredGene_g24198.t1,0,0,0,20,12,6
Montipora_capitata_PredGene_g41645.t1,0,135,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA33745_R4.t1,0,0,0,26,17,14
Montipora_capitata_PredGene_g48509.t1,0,0,0,3,7,3
Montipora_capitata_PredGene_g22155.t1,0,0,0,13,14,11
Montipora_capitata_PredGene_g31270.t1,0,0,0,8,7,10
Montipora_capitata_PredGene_g4597.t1,0,0,0,5,8,5
Montipora_capitata_PredGene_g69909.t1,42,21,9,4,0,7
Montipora_capitata_PredGene_g24500.t1,0,9,0,6,11,8
Montipora_capitata_PredGene_g38641.t1,0,0,0,1,1,0
Montipora_capitata_PredGene_g54059.t1,0,0,0,0,11,0
Montipora_capitata_PredGene_g22434.t1,10,5,5,9,0,0
Montipora_capitata_PredGene_g42856.t1,0,3,0,0,0,0
Montipora_capitata_PredGene_g20469.t1,110,238,77,6,6,9
Montipora_capitata_PredGene_g11046.t1,33,22,11,8,4,0
Montipora_capitata_PredGene_g20299.t1,0,0,0,7,1,6
Montipora_capitata_PredGene_g22431.t1,22,7,0,24,16,22
Montipora_capitata_PredGene_g31475.t1,519,1890,1344,114,122,169
Montipora_capitata_PredGene_g37970.t1,253,18,107,32,17,27
Montipora_capitata_PredGene_g9840.t1,0,0,0,17,2,9
Montipora_capitata_PredGene_g38620.t1,5554,3603,2983,304,169,260
Montipora_capitata_PredGene_g35424.t1,42,58,9,6,8,3
Montipora_capitata_PredGene_g47232.t1,7,16,7,0,9,0
Montipora_capitata_PredGene_g3024.t1,0,0,0,8,4,3
Montipora_capitata_PredGene_g4328.t1,5,10,46,2,0,6
Montipora_capitata_PredGene_g30483.t1,281,554,799,18,23,9
Montipora_capitata_PredGene_g51629.t1,70,41,47,12,15,21
Montipora_capitata_PredGene_g71578.t1,4,0,0,1,10,1
Montipora_capitata_PredGene_g38643.t1,0,0,4,22,26,59
Montipora_capitata_PredGene_g9823.t1,189,226,219,7,8,5
Montipora_capitata_PredGene_g68231.t1,0,2,0,23,12,22
Montipora_capitata_PredGene_g23149.t1,6,32,5,16,4,21
Montipora_capitata_PredGene_g44075.t1,0,0,0,0,2,1
Montipora_capitata_PredGene_g45043.t1,3,3,7,37,60,62
Montipora_capitata_PredGene_g51165.t1,70,38,32,12,22,11
Montipora_capitata_PredGene_g26541.t1,76,63,78,60,49,49
Montipora_capitata_PredGene_g53060.t1,0,0,0,12,5,9
Montipora_capitata_PredGene_g26761.t1,3,0,0,26,15,12
Montipora_capitata_PredGene_g4710.t1,2,25,10,13,21,35
Montipora_capitata_PredGene_g24743.t1,0,0,0,8,6,6
Montipora_capitata_PredGene_g18586.t1,0,0,0,37,19,14
Montipora_capitata_PredGene_g7689.t1,0,0,2,13,11,22
Montipora_capitata_PredGene_g18661.t1,0,0,0,0,0,0
Montipora_capitata_PredGene_g23603.t1,0,0,0,0,18,11
Montipora_capitata_PredGene_g41647.t1,1104,677,395,75,89,99
Montipora_capitata_PredGene_g10130.t1,0,0,0,13,15,2
Montipora_capitata_PredGene_g48798.t1,0,0,0,11,10,10
Montipora_capitata_PredGene_g33032.t1,0,0,0,4,6,7
Montipora_capitata_PredGene_g28246.t1,1010,945,859,79,62,71
Montipora_capitata_PredGene_g22433.t1,336,503,283,22,17,27
Montipora_capitata_PredGene_g50618.t1,0,0,0,0,0,0
Montipora_capitata_PredGene_g62983.t1,5,0,0,14,2,1
Montipora_capitata_PredGene_g30820.t1,66,6,47,55,18,35
Montipora_capitata_PredGene_g4731.t1,56,40,58,5,9,16
Montipora_capitata_PredGene_g37347.t1,116,223,145,0,7,0
Montipora_capitata_PredGene_adi2mcaRNA18399_R1.t1,17,24,27,15,41,44
Montipora_capitata_PredGene_g54688.t1,0,0,0,5,7,7
Montipora_capitata_PredGene_g32667.t1,0,9,0,16,21,11
Montipora_capitata_PredGene_g52168.t1,0,0,0,18,13,29
Montipora_capitata_PredGene_g45842.t1,714,438,173,19,25,17
Montipora_capitata_PredGene_adi2mcaRNA26696_R6.t1,0,0,0,16,17,28
Montipora_capitata_PredGene_g13186.t1,1,0,1,3,5,4
Montipora_capitata_PredGene_adi2mcaRNA4640_R9.t1,0,6,0,11,8,11
Montipora_capitata_PredGene_g4712.t1,0,1,0,6,4,9
Montipora_capitata_PredGene_g43732.t1,395,242,278,12,10,6
Montipora_capitata_PredGene_g33175.t1,90,128,0,0,3,0
Montipora_capitata_PredGene_adi2mcaRNA26580_R9.t1,0,0,0,18,13,27
Montipora_capitata_PredGene_g49597.t1,3,0,2,11,3,14
Montipora_capitata_PredGene_adi2mcaRNA37642_R0.t1,68,40,40,13,5,8
Montipora_capitata_PredGene_g47758.t1,0,0,0,26,27,35
Montipora_capitata_PredGene_g22534.t1,415,308,542,14,14,28
Montipora_capitata_PredGene_g40883.t1,0,60,4,8,5,6
Montipora_capitata_PredGene_g30822.t1,2,0,2,14,4,10
Montipora_capitata_PredGene_adi2mcaRNA40969_R0.t1,128,47,142,11,11,10
Montipora_capitata_PredGene_g54497.t1,0,0,0,12,21,14
Montipora_capitata_PredGene_g13322.t1,0,0,0,10,8,8
Montipora_capitata_PredGene_g14159.t1,2436,1933,1617,116,76,105
Montipora_capitata_PredGene_g16828.t1,0,0,0,4,1,4
Montipora_capitata_PredGene_g55015.t1,0,3,7,8,9,15
Montipora_capitata_PredGene_g68233.t1,447,332,398,28,23,21
Montipora_capitata_PredGene_g58725.t1,2,0,4,61,55,57
Montipora_capitata_PredGene_g30481.t1,147,193,278,15,11,8
Montipora_capitata_PredGene_g13937.t1,0,0,0,9,3,5
Montipora_capitata_PredGene_adi2mcaRNA10989_R2.t1,0,0,0,0,0,8
Montipora_capitata_PredGene_g40568.t1,0,0,0,6,2,3
Montipora_capitata_PredGene_g57881.t1,0,0,0,7,0,7
Montipora_capitata_PredGene_g30187.t1,21,0,0,2,0,0
Montipora_capitata_PredGene_g60598.t1,0,0,0,28,19,25
Montipora_capitata_PredGene_g63884.t1,313,161,103,27,15,17
Montipora_capitata_PredGene_g17398.t1,191,131,140,28,12,19
Montipora_capitata_PredGene_g65020.t1,0,22,0,13,25,26
Montipora_capitata_PredGene_g70899.t1,17,37,6,39,24,23
Montipora_capitata_PredGene_g55178.t1,0,0,3,50,29,24
Montipora_capitata_PredGene_g41824.t1,325,222,101,54,77,48
Montipora_capitata_PredGene_g54495.t1,1369,1191,1100,108,106,101
Montipora_capitata_PredGene_adi2mcaRNA37018_R0.t1,22,23,8,14,18,0
Montipora_capitata_PredGene_g24059.t1,9,59,13,6,10,8
Montipora_capitata_PredGene_g51471.t1,0,0,2,0,0,3
Montipora_capitata_PredGene_adi2mcaRNA39221_R0.t1,0,0,0,6,9,10
Montipora_capitata_PredGene_g9859.t1,0,0,1,1,4,7
Montipora_capitata_PredGene_g32295.t1,459,335,217,31,24,26
Montipora_capitata_PredGene_g57215.t1,89,31,47,20,4,16
Montipora_capitata_PredGene_g71141.t1,137,189,67,2,1,3
Montipora_capitata_PredGene_g3035.t1,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA39141_R2.t1,0,0,0,9,5,10
Montipora_capitata_PredGene_g59687.t1,248,463,225,51,52,35
Montipora_capitata_PredGene_g68904.t1,0,0,0,0,0,0
Montipora_capitata_PredGene_g57688.t1,5,0,0,2,2,0
Montipora_capitata_PredGene_g33696.t1,663,562,902,0,9,12
Montipora_capitata_PredGene_adi2mcaRNA32897_R0.t1,1688,883,1143,29,19,33
Montipora_capitata_PredGene_g60828.t1,27,19,38,11,1,5
Montipora_capitata_PredGene_g7206.t1,4,15,18,8,9,17
Montipora_capitata_PredGene_adi2mcaRNA19704_R0.t1,483,403,511,31,36,29
Montipora_capitata_PredGene_g49669.t1,0,0,0,4,0,8
Montipora_capitata_PredGene_g51924.t1,0,0,0,9,5,5
Montipora_capitata_PredGene_g64589.t1,242,285,236,11,18,14
Montipora_capitata_PredGene_g54149.t1,0,0,0,0,8,0
Montipora_capitata_PredGene_g34542.t1,96,55,48,14,19,24
Montipora_capitata_PredGene_g28108.t1,810,1067,769,35,49,49
Montipora_capitata_PredGene_g60809.t1,2,3,5,12,7,19
Montipora_capitata_PredGene_g3291.t1,1,1,0,7,9,7
Montipora_capitata_PredGene_g68151.t1,305,276,199,19,30,31
Montipora_capitata_PredGene_g45461.t1,121,179,121,21,29,38
Montipora_capitata_PredGene_g12604.t1,0,0,0,0,7,0
Montipora_capitata_PredGene_g65608.t1,0,0,0,6,5,3
Montipora_capitata_PredGene_g48694.t1,10,10,10,12,7,7
Montipora_capitata_PredGene_g62039.t1,0,0,0,13,6,7
Montipora_capitata_PredGene_g60710.t1,2,2,0,17,14,14
Montipora_capitata_PredGene_g67132.t1,33,31,16,8,9,11
Montipora_capitata_PredGene_g49651.t1,694,696,710,13,3,12
Montipora_capitata_PredGene_g33694.t1,183,226,301,10,10,14
Montipora_capitata_PredGene_g36022.t1,883,814,696,56,50,44
Montipora_capitata_PredGene_adi2mcaRNA38168_R4.t1,0,0,0,28,30,23
Montipora_capitata_PredGene_adi2mcaRNA35742_R0.t1,0,0,0,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA6021_R0.t1,2661,3543,4874,78,23,65
Montipora_capitata_PredGene_g65963.t1,0,0,0,34,17,20
Montipora_capitata_PredGene_g27732.t1,12434,6878,4463,100,73,102
Montipora_capitata_PredGene_g71143.t1,1,4,8,5,10,12
Montipora_capitata_PredGene_g42009.t1,25,14,9,6,0,7
Montipora_capitata_PredGene_adi2mcaRNA16148_R0.t1,1324,730,617,54,67,79
Montipora_capitata_PredGene_g3293.t1,3,2,1,16,31,28
Montipora_capitata_PredGene_g68153.t1,2210,2048,1230,29,34,34
Montipora_capitata_PredGene_g5064.t1,0,2,0,16,3,2
Montipora_capitata_PredGene_g27397.t1,0,0,0,21,11,13
Montipora_capitata_PredGene_adi2mcaRNA36971_R4.t1,7,0,0,5,3,8
Montipora_capitata_PredGene_g68249.t1,0,0,0,4,4,7
Montipora_capitata_PredGene_adi2mcaRNA31081_R9.t1,0,0,0,18,7,19
Montipora_capitata_PredGene_g38979.t1,0,0,0,6,17,10
Montipora_capitata_PredGene_g32297.t1,166,122,135,9,0,4
Montipora_capitata_PredGene_g21540.t1,34,35,45,12,7,4
Montipora_capitata_PredGene_g14105.t1,0,0,0,11,7,4
Montipora_capitata_PredGene_g47377.t1,0,0,0,4,9,9
Montipora_capitata_PredGene_g28329.t1,9,0,10,19,10,9
Montipora_capitata_PredGene_g36020.t1,464,267,214,21,23,15
Montipora_capitata_PredGene_g29142.t1,2,15,28,13,4,12
Montipora_capitata_PredGene_adi2mcaRNA27781_R0.t1,495,444,357,43,36,29
Montipora_capitata_PredGene_g67741.t1,453,249,286,18,10,22
Montipora_capitata_PredGene_g67586.t1,5,2,0,36,21,0
Montipora_capitata_PredGene_g52221.t1,0,0,0,0,4,1
Montipora_capitata_PredGene_adi2mcaRNA10972_R4.t1,0,0,0,7,12,8
Montipora_capitata_PredGene_g51926.t1,0,0,0,15,14,10
Montipora_capitata_PredGene_adi2mcaRNA4619_R0.t1,2026,1777,1025,172,97,142
Montipora_capitata_PredGene_g34400.t1,34,43,66,31,20,25
Montipora_capitata_PredGene_g22038.t1,0,0,0,20,21,15
Montipora_capitata_PredGene_g62021.t1,7,0,0,31,22,34
Montipora_capitata_PredGene_g29031.t1,0,0,0,0,12,0
Montipora_capitata_PredGene_g44798.t1,965,695,1106,0,4,0
Montipora_capitata_PredGene_g10305.t1,1,0,0,10,6,5
Montipora_capitata_PredGene_g27395.t1,0,0,0,11,13,11
Montipora_capitata_PredGene_g24323.t1,0,2,0,14,14,10
Montipora_capitata_PredGene_adi2mcaRNA40549_R3.t1,3,2,4,10,16,13
Montipora_capitata_PredGene_g10277.t1,13,20,17,0,0,0
Montipora_capitata_PredGene_adi2mcaRNA9463_R7.t1,4,4,3,16,18,16
Montipora_capitata_PredGene_g34729.t1,0,0,3,10,7,5
Montipora_capitata_PredGene_g3105.t1,410,413,430,26,19,11
Montipora_capitata_PredGene_g4091.t1,85,56,46,2,12,4
Montipora_capitata_PredGene_g32632.t1,0,0,0,5,11,9
Montipora_capitata_PredGene_adi2mcaRNA32507_R3.t1,0,0,0,0,0,0
Montipora_capitata_PredGene_g8676.t1,0,0,0,27,12,19
Montipora_capitata_PredGene_g67049.t1,4,0,0,7,8,7
Montipora_capitata_PredGene_g2525.t1,0,4,1,22,21,25
Montipora_capitata_PredGene_g26093.t1,2,2,2,21,23,28
Montipora_capitata_PredGene_g64405.t1,53,24,12,23,15,27
Montipora_capitata_PredGene_g6152.t1,5,0,5,25,27,30
Montipora_capitata_PredGene_g55487.t1,6,4,0,16,9,6
Montipora_capitata_PredGene_g28885.t1,5,6,5,3,5,4
