"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"300","GO:0006914",0.428939355981226,0.940644647591945,1,2,"autophagy","BP"
"581","GO:0018105",0.428939355981795,0.940644647591762,1,2,"peptidyl-serine phosphorylation","BP"
"582","GO:0018107",0.428939355981795,0.940644647591762,1,2,"peptidyl-threonine phosphorylation","BP"
"900","GO:0040012",0.428939355981838,0.940644647591748,1,2,"regulation of locomotion","BP"
"71","GO:0001933",0.428939355982259,0.940644647591614,1,2,"negative regulation of protein phosphorylation","BP"
"919","GO:0042391",0.428939355982259,0.940644647591614,1,2,"regulation of membrane potential","BP"
"1186","GO:0060079",0.428939355982259,0.940644647591614,1,2,"excitatory postsynaptic potential","BP"
"1437","GO:1901214",0.428939355982259,0.940644647591614,1,2,"regulation of neuron death","BP"
"308","GO:0006979",0.428939355982451,0.940644647591551,1,2,"response to oxidative stress","BP"
"1438","GO:1901215",0.428939355982451,0.940644647591551,1,2,"negative regulation of neuron death","BP"
"185","GO:0005604",0.428939356003042,0.940644647584926,1,2,"basement membrane","CC"
"343","GO:0007229",0.428939356003042,0.940644647584926,1,2,"integrin-mediated signaling pathway","BP"
"418","GO:0008544",0.428939356021248,0.940644647579067,1,2,"epidermis development","BP"
"552","GO:0016477",0.428939356021248,0.940644647579067,1,2,"cell migration","BP"
"692","GO:0031012",0.428939356021248,0.940644647579067,1,2,"extracellular matrix","CC"
"256","GO:0006357",0.428939356041903,0.940644647572422,1,2,"regulation of transcription by RNA polymerase II","BP"
"1028","GO:0045335",0.428939356043952,0.940644647571762,1,2,"phagocytic vesicle","CC"
"827","GO:0034446",0.428939356057493,0.940644647567405,1,2,"substrate adhesion-dependent cell spreading","BP"
"2","GO:0000003",0.428939356096531,0.940644647554843,1,2,"reproduction","BP"
"953","GO:0043113",0.428939356552765,0.940644647408037,1,2,"receptor clustering","BP"
"446","GO:0009749",0.428939356592407,0.940644647395282,1,2,"response to glucose","BP"
"693","GO:0031016",0.428939356592407,0.940644647395282,1,2,"pancreas development","BP"
"60","GO:0001725",0.428939356607215,0.940644647390516,1,2,"stress fiber","CC"
"915","GO:0042307",0.428939356607215,0.940644647390516,1,2,"positive regulation of protein import into nucleus","BP"
"1102","GO:0048793",0.428939356628916,0.940644647383534,1,2,"pronephros development","BP"
"1337","GO:0090307",0.428939356630963,0.940644647382874,1,2,"mitotic spindle assembly","BP"
"1002","GO:0044319",0.428939356644196,0.940644647378617,1,2,"wound healing, spreading of cells","BP"
"622","GO:0030036",0.428939356646553,0.940644647377859,1,2,"actin cytoskeleton organization","BP"
"174","GO:0005507",0.428939356646675,0.940644647377818,1,2,"copper ion binding","MF"
"652","GO:0030276",0.429032843881123,0.940614560167831,1,2,"clathrin binding","MF"
"1215","GO:0060993",0.42919253500574,0.940563143040611,1,2,"kidney morphogenesis","BP"
"1281","GO:0071407",0.429909594975741,0.940331901383318,1,2,"cellular response to organic cyclic compound","BP"
"938","GO:0042981",0.429909595640591,0.940331901168638,1,2,"regulation of apoptotic process","BP"
"1170","GO:0051966",0.430220637302942,0.940231409467892,1,2,"regulation of synaptic transmission, glutamatergic","BP"
"476","GO:0010628",0.431858402748275,0.939700425696339,1,2,"positive regulation of gene expression","BP"
"389","GO:0008092",0.431858402750312,0.939700425695676,1,2,"cytoskeletal protein binding","MF"
"1019","GO:0045184",0.431858402750312,0.939700425695676,1,2,"establishment of protein localization","BP"
"8","GO:0000122",0.435883991297994,0.938381976758413,1,2,"negative regulation of transcription by RNA polymerase II","BP"
"153","GO:0005096",0.436496861605798,0.938179583181271,1,2,"GTPase activator activity","MF"
"344","GO:0007254",0.436496861605798,0.938179583181271,1,2,"JNK cascade","BP"
"36","GO:0000981",0.437481205312959,0.937853587490443,1,2,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF"
"929","GO:0042645",0.439694601008565,0.937116365208663,1,2,"mitochondrial nucleoid","CC"
"736","GO:0031966",0.452533603262949,0.932724016665372,1,2,"mitochondrial membrane","CC"
"438","GO:0009507",0.452533603690409,0.932724016515791,1,2,"chloroplast","CC"
"439","GO:0009536",0.452533603690409,0.932724016515791,1,2,"plastid","CC"
"1378","GO:0098794",0.453168789377392,0.840103287602891,2,6,"postsynapse","CC"
"787","GO:0032991",0.453187313672081,0.84009134969312,2,6,"protein-containing complex","CC"
"623","GO:0030054",0.458881956200514,0.789364236850154,3,10,"cell junction","CC"
"1022","GO:0045202",0.459028890113168,0.7892536052343,3,10,"synapse","CC"
"434","GO:0009410",0.481623217102369,0.821162988301209,2,6,"response to xenobiotic stimulus","BP"
"271","GO:0006606",0.489883712087225,0.918764584055576,1,2,"protein import into nucleus","BP"
"197","GO:0005739",0.493558483090822,0.762429818347732,3,10,"mitochondrion","CC"
"978","GO:0043406",0.510371555678711,0.910308202353159,1,2,"positive regulation of MAP kinase activity","BP"
"1133","GO:0051018",0.510371555678711,0.910308202353159,1,2,"protein kinase A binding","MF"
"591","GO:0019722",0.511997133472509,0.909611546930401,1,2,"calcium-mediated signaling","BP"
"987","GO:0043547",0.528460081723316,0.902334754682031,1,2,"positive regulation of GTPase activity","BP"
"702","GO:0031224",0.528460082257171,0.902334754439397,1,2,"intrinsic component of membrane","CC"
"337","GO:0007190",0.528460082258995,0.902334754438569,1,2,"activation of adenylate cyclase activity","BP"
"1413","GO:0120162",0.528460082258995,0.902334754438569,1,2,"positive regulation of cold-induced thermogenesis","BP"
"1130","GO:0050890",0.528460082259332,0.902334754438417,1,2,"cognition","BP"
"935","GO:0042802",0.539762210362342,0.687853131397708,4,15,"identical protein binding","MF"
"128","GO:0004550",0.565270500275057,0.884517006760202,1,2,"nucleoside diphosphate kinase activity","MF"
"238","GO:0006139",0.565270500275057,0.884517006760202,1,2,"nucleobase-containing compound metabolic process","BP"
"240","GO:0006165",0.565270500275057,0.884517006760202,1,2,"nucleoside diphosphate phosphorylation","BP"
"428","GO:0009142",0.565270500275057,0.884517006760202,1,2,"nucleoside triphosphate biosynthetic process","BP"
"589","GO:0019205",0.565270500275057,0.884517006760202,1,2,"nucleobase-containing compound kinase activity","MF"
"1075","GO:0046940",0.565270500275057,0.884517006760202,1,2,"nucleoside monophosphate phosphorylation","BP"
"967","GO:0043231",0.566600701671562,0.748152034999847,2,7,"intracellular membrane-bounded organelle","CC"
"204","GO:0005768",0.568745574776222,0.850670236344953,1,3,"endosome","CC"
"1520","GO:2000300",0.568745575498857,0.850670235879049,1,3,"regulation of synaptic vesicle exocytosis","BP"
"72","GO:0001934",0.568745575692669,0.85067023575409,1,3,"positive regulation of protein phosphorylation","BP"
"9","GO:0000139",0.568745575713877,0.850670235740424,1,3,"Golgi membrane","CC"
"620","GO:0030030",0.568745575811733,0.850670235677328,1,3,"cell projection organization","BP"
"1177","GO:0055114",0.568745576223253,0.850670235412017,1,3,NA,NA
"231","GO:0005903",0.5687455762233,0.850670235411979,1,3,"brush border","CC"
"198","GO:0005741",0.569479257205992,0.850196661193609,1,3,"mitochondrial outer membrane","CC"
"397","GO:0008233",0.569479257666093,0.850196660896286,1,3,"peptidase activity","MF"
"47","GO:0001525",0.569479257677972,0.850196660888603,1,3,"angiogenesis","BP"
"1045","GO:0045860",0.569542053536124,0.850156076406603,1,3,"positive regulation of protein kinase activity","BP"
"383","GO:0008022",0.569542053845347,0.850156076206739,1,3,"protein C-terminus binding","MF"
"194","GO:0005694",0.569542053915914,0.850156076161126,1,3,"chromosome","CC"
"29","GO:0000785",0.569542054037796,0.850156076082339,1,3,"chromatin","CC"
"364","GO:0007528",0.570952913047861,0.849242115544974,1,3,"neuromuscular junction development","BP"
"721","GO:0031594",0.57095291355151,0.849242115217983,1,3,"neuromuscular junction","CC"
"160","GO:0005198",0.570952913622062,0.849242115172182,1,3,"structural molecule activity","MF"
"1174","GO:0055072",0.570952914035384,0.849242114903817,1,3,"iron ion homeostasis","BP"
"918","GO:0042383",0.570952914035646,0.849242114903652,1,3,"sarcolemma","CC"
"1124","GO:0050808",0.57095291403583,0.849242114903534,1,3,"synapse organization","BP"
"1026","GO:0045296",0.571023247919914,0.849196445252827,1,3,"cadherin binding","MF"
"467","GO:0010468",0.573996976820384,0.847256178710691,1,3,"regulation of gene expression","BP"
"109","GO:0003924",0.582682210183478,0.743309393038156,2,6,"GTPase activity","MF"
"104","GO:0003723",0.588718005751216,0.728871828282267,2,7,"RNA binding","MF"
"1202","GO:0060348",0.595746463017053,0.86798792881004,1,2,"bone development","BP"
"209","GO:0005789",0.596227961530202,0.722112965203523,2,7,"endoplasmic reticulum membrane","CC"
"298","GO:0006897",0.598446881587399,0.830590519135985,1,3,"endocytosis","BP"
"315","GO:0007030",0.614827531758659,0.818679135296911,1,3,"Golgi organization","BP"
"564","GO:0016604",0.615539209442122,0.81814742298874,1,3,"nuclear body","CC"
"956","GO:0043123",0.630946740153984,0.806334856831409,1,3,"positive regulation of I-kappaB kinase/NF-kappaB signaling","BP"
"237","GO:0005938",0.635219219261896,0.802954774922094,1,3,"cell cortex","CC"
"336","GO:0007189",0.643992617394294,0.795866685831005,1,3,"adenylate cyclase-activating G protein-coupled receptor signaling pathway","BP"
"574","GO:0016787",0.656643766727562,0.656009222994033,2,8,"hydrolase activity","MF"
"207","GO:0005783",0.658808522794315,0.653731157002747,2,8,"endoplasmic reticulum","CC"
"295","GO:0006886",0.659383993462804,0.78293620851394,1,3,"intracellular protein transport","BP"
"569","GO:0016740",0.662220503295922,0.595681980780635,3,12,"transferase activity","MF"
"100","GO:0003677",0.662956323150936,0.649335937345268,2,8,"DNA binding","MF"
"195","GO:0005730",0.669395519404594,0.774171265755031,1,3,"nucleolus","CC"
"381","GO:0008017",0.674470123624742,0.748423744604902,1,4,"microtubule binding","MF"
"1368","GO:0098609",0.674470123878594,0.748423744358959,1,4,"cell-cell adhesion","BP"
"1071","GO:0046777",0.674470124012771,0.748423744228961,1,4,"protein autophosphorylation","BP"
"556","GO:0016491",0.674470124415704,0.748423743838577,1,4,"oxidoreductase activity","MF"
"348","GO:0007268",0.674679142918531,0.748221169231189,1,4,"chemical synaptic transmission","BP"
"503","GO:0014070",0.675024677412333,0.747885994635154,1,4,"response to organic cyclic compound","BP"
"318","GO:0007049",0.675072141946447,0.747839924679128,1,4,"cell cycle","BP"
"963","GO:0043198",0.675411007814131,0.747510814878724,1,4,"dendritic shaft","CC"
"307","GO:0006974",0.675625673385567,0.747302147650308,1,4,"cellular response to DNA damage stimulus","BP"
"130","GO:0004674",0.676138535951232,0.746803043722787,1,4,"protein serine/threonine kinase activity","MF"
"1409","GO:0106310",0.676138535951232,0.746803043722787,1,4,"protein serine kinase activity","MF"
"687","GO:0030863",0.676191698249658,0.746751261428743,1,4,"cortical cytoskeleton","CC"
"617","GO:0030018",0.676867130601873,0.746092605586745,1,4,"Z disc","CC"
"232","GO:0005911",0.678842379359338,0.744158340643542,1,4,"cell-cell junction","CC"
"545","GO:0016301",0.682012734264564,0.628617611390547,2,8,"kinase activity","MF"
"1385","GO:0098978",0.68761637957814,0.616478020223605,2,9,"glutamatergic synapse","CC"
"667","GO:0030424",0.688681950449523,0.615268537646045,2,9,"axon","CC"
"297","GO:0006888",0.690512068266749,0.732480446377857,1,4,"endoplasmic reticulum to Golgi vesicle-mediated transport","BP"
"597","GO:0019900",0.697972430077195,0.724784050749856,1,4,"kinase binding","MF"
"252","GO:0006281",0.698220639232539,0.724524812507575,1,4,"DNA repair","BP"
"358","GO:0007420",0.704773675900337,0.717605133725477,1,4,"brain development","BP"
"773","GO:0032588",0.705806586709066,0.739733280330532,1,3,"trans-Golgi network membrane","CC"
"662","GO:0030324",0.709427921052896,0.712600730779549,1,4,"lung development","BP"
"225","GO:0005884",0.721004621821367,0.699818983188211,1,4,"actin filament","CC"
"361","GO:0007507",0.721480181861083,0.699283478313793,1,4,"heart development","BP"
"857","GO:0035556",0.724708844695022,0.695625548926237,1,4,"intracellular signal transduction","BP"
"1072","GO:0046872",0.734743705020043,0.474832904098067,4,17,"metal ion binding","MF"
"546","GO:0016310",0.740664413920398,0.552595447352221,2,9,"phosphorylation","BP"
"944","GO:0043025",0.74501301919466,0.542109468107268,2,10,"neuronal cell body","CC"
"940","GO:0042995",0.753616591803305,0.477411004321013,3,15,"cell projection","CC"
"154","GO:0005102",0.75493909703477,0.644470448063543,1,5,"signaling receptor binding","MF"
"199","GO:0005743",0.764724929438307,0.631571643713902,1,5,"mitochondrial inner membrane","CC"
"184","GO:0005576",0.767871255011314,0.458523653702876,3,15,"extracellular region","CC"
"268","GO:0006508",0.771735457965804,0.622064153538581,1,5,"proteolysis","BP"
"522","GO:0015629",0.789929693078224,0.596284485240949,1,5,"actin cytoskeleton","CC"
"507","GO:0015031",0.809613737057373,0.566439269111782,1,5,"protein transport","BP"
"1085","GO:0048471",0.81454937273171,0.43963185247828,2,11,"perinuclear region of cytoplasm","CC"
"324","GO:0007155",0.81476599606386,0.547508889059208,1,6,"cell adhesion","BP"
"355","GO:0007411",0.815717893335397,0.545963473494763,1,6,"axon guidance","BP"
"134","GO:0004712",0.815717893422188,0.545963473353608,1,6,"protein serine/threonine/tyrosine kinase activity","MF"
"333","GO:0007186",0.826370440668991,0.539246069832186,1,5,"G protein-coupled receptor signaling pathway","BP"
"98","GO:0003674",0.826839202225979,0.420299202490927,2,11,"molecular_function","MF"
"178","GO:0005524",0.830503734729159,0.414406313918734,2,11,"ATP binding","MF"
"176","GO:0005515",0.85562335975561,0.231891711148379,12,57,"protein binding","MF"
"129","GO:0004672",0.861084264492437,0.457423807606161,1,7,"protein kinase activity","MF"
"280","GO:0006811",0.861976126451318,0.455677611106699,1,7,"ion transport","BP"
"202","GO:0005764",0.864133459350653,0.451426371575462,1,7,"lysosome","CC"
"13","GO:0000166",0.868087649330744,0.305763634293995,3,16,"nucleotide binding","MF"
"942","GO:0043005",0.893451143871532,0.294231219435554,2,14,"neuron projection","CC"
"262","GO:0006468",0.910366881779058,0.343674954963763,1,8,"protein phosphorylation","BP"
"211","GO:0005794",0.913602500502698,0.335624271803581,1,8,"Golgi apparatus","CC"
"391","GO:0008150",0.913821864943028,0.335073275426875,1,8,"biological_process","BP"
"1014","GO:0045121",0.920960188583028,0.312463173784902,1,9,"membrane raft","CC"
"668","GO:0030425",0.921360473273194,0.311417077125647,1,9,"dendrite","CC"
"188","GO:0005634",0.933696385834251,0.160897270553722,4,25,"nucleus","CC"
"190","GO:0005654",0.936710674355022,0.199803807028668,2,15,"nucleoplasm","CC"
"328","GO:0007165",0.939756969352995,0.164943947425193,3,20,"signal transduction","BP"
"183","GO:0005575",0.943714143319775,0.248679301510331,1,9,"cellular_component","CC"
"547","GO:0016323",0.955383259785523,0.20643136500993,1,11,"basolateral plasma membrane","CC"
"226","GO:0005886",0.961528775213052,0.101924793053542,4,29,"plasma membrane","CC"
"218","GO:0005829",0.965690550979802,0.0934350756430083,4,27,"cytosol","CC"
"220","GO:0005856",0.988029467146398,0.0744134548062576,1,15,"cytoskeleton","CC"
"196","GO:0005737",0.991604704730563,0.0252116652302047,5,40,"cytoplasm","CC"
"538","GO:0016021",0.992732318771923,0.0337621933136062,2,24,"integral component of membrane","CC"
"537","GO:0016020",0.995215993336545,0.0141608120523885,6,49,"membrane","CC"
"1","GO:0000002",1,0.70221196298806,0,1,"mitochondrial genome maintenance","BP"
"3","GO:0000056",1,0.690806383871011,0,1,"ribosomal small subunit export from nucleus","BP"
"4","GO:0000070",1,0.755853269898529,0,1,"mitotic sister chromatid segregation","BP"
"5","GO:0000076",1,0.754460999884666,0,1,"DNA replication checkpoint signaling","BP"
"6","GO:0000079",1,0.755853269898529,0,1,"regulation of cyclin-dependent protein serine/threonine kinase activity","BP"
"7","GO:0000082",1,0.571060643351494,0,2,"G1/S transition of mitotic cell cycle","BP"
"11","GO:0000154",1,0.741636406674299,0,1,"rRNA modification","BP"
"14","GO:0000179",1,0.741636406674299,0,1,"rRNA (adenine-N6,N6-)-dimethyltransferase activity","MF"
"15","GO:0000262",1,0.70221196298806,0,1,"mitochondrial chromosome","CC"
"16","GO:0000281",1,0.751994752405708,0,1,"mitotic cytokinesis","BP"
"18","GO:0000325",1,0.75585326989918,0,1,"plant-type vacuole","CC"
"19","GO:0000398",1,0.755836374483254,0,1,"mRNA splicing, via spliceosome","BP"
"20","GO:0000447",1,0.690806383871011,0,1,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP"
"21","GO:0000472",1,0.690806383871011,0,1,"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP"
"22","GO:0000480",1,0.690806383871011,0,1,"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP"
"23","GO:0000712",1,0.755853269898529,0,1,"resolution of meiotic recombination intermediates","BP"
"24","GO:0000724",1,0.755853269898529,0,1,"double-strand break repair via homologous recombination","BP"
"25","GO:0000727",1,0.755853269898421,0,1,"double-strand break repair via break-induced replication","BP"
"26","GO:0000731",1,0.755853269898529,0,1,"DNA synthesis involved in DNA repair","BP"
"27","GO:0000737",1,0.755853269898529,0,1,"DNA catabolic process, endonucleolytic","BP"
"28","GO:0000775",1,0.755853269898421,0,1,"chromosome, centromeric region","CC"
"30","GO:0000786",1,0.754460999884666,0,1,"nucleosome","CC"
"31","GO:0000793",1,0.755853269898529,0,1,"condensed chromosome","CC"
"32","GO:0000794",1,0.754460999884666,0,1,"condensed nuclear chromosome","CC"
"33","GO:0000922",1,0.754460999884666,0,1,"spindle pole","CC"
"38","GO:0001002",1,0.755853270200313,0,1,"RNA polymerase III type 1 promoter sequence-specific DNA binding","MF"
"39","GO:0001003",1,0.755853270200313,0,1,"RNA polymerase III type 2 promoter sequence-specific DNA binding","MF"
"40","GO:0001006",1,0.755853270200313,0,1,"RNA polymerase III type 3 promoter sequence-specific DNA binding","MF"
"42","GO:0001100",1,0.755853269898421,0,1,"negative regulation of exit from mitosis","BP"
"43","GO:0001156",1,0.755853270200313,0,1,"TFIIIC-class transcription factor complex binding","MF"
"45","GO:0001503",1,0.755853269901264,0,1,"ossification","BP"
"46","GO:0001504",1,0.75536987872643,0,1,"neurotransmitter uptake","BP"
"48","GO:0001540",1,0.571060643646375,0,2,"amyloid-beta binding","MF"
"49","GO:0001558",1,0.571060643581954,0,2,"regulation of cell growth","BP"
"50","GO:0001569",1,0.755853269950144,0,1,"branching involved in blood vessel morphogenesis","BP"
"51","GO:0001570",1,0.755853269950144,0,1,"vasculogenesis","BP"
"52","GO:0001573",1,0.755853270694667,0,1,"ganglioside metabolic process","BP"
"53","GO:0001650",1,0.692664065034379,0,1,"fibrillar center","CC"
"56","GO:0001666",1,0.571060643390069,0,2,"response to hypoxia","BP"
"57","GO:0001673",1,0.754460999884666,0,1,"male germ cell nucleus","CC"
"58","GO:0001701",1,0.755853270288921,0,1,"in utero embryonic development","BP"
"64","GO:0001817",1,0.754570770232612,0,1,"regulation of cytokine production","BP"
"68","GO:0001841",1,0.754570770232612,0,1,"neural tube formation","BP"
"70","GO:0001932",1,0.755853270200313,0,1,"regulation of protein phosphorylation","BP"
"73","GO:0001935",1,0.755853269950144,0,1,"endothelial cell proliferation","BP"
"74","GO:0001936",1,0.755853269950144,0,1,"regulation of endothelial cell proliferation","BP"
"75","GO:0001938",1,0.571060643618933,0,2,"positive regulation of endothelial cell proliferation","BP"
"77","GO:0001945",1,0.755853269998048,0,1,"lymph vessel development","BP"
"78","GO:0001947",1,0.755518609163915,0,1,"heart looping","BP"
"79","GO:0001952",1,0.755853269901264,0,1,"regulation of cell-matrix adhesion","BP"
"81","GO:0001988",1,0.755853269897801,0,1,"positive regulation of heart rate involved in baroreceptor response to decreased systemic arterial blood pressure","BP"
"82","GO:0002020",1,0.75585326991562,0,1,"protease binding","MF"
"83","GO:0002040",1,0.755853269950144,0,1,"sprouting angiogenesis","BP"
"85","GO:0002376",1,0.755853269909499,0,1,"immune system process","BP"
"86","GO:0002720",1,0.755853269950144,0,1,"positive regulation of cytokine production involved in immune response","BP"
"87","GO:0002790",1,0.755853270694667,0,1,"peptide secretion","BP"
"88","GO:0002931",1,0.754570770232612,0,1,"response to ischemia","BP"
"90","GO:0003009",1,0.754159621766908,0,1,"skeletal muscle contraction","BP"
"91","GO:0003017",1,0.755853269998048,0,1,"lymph circulation","BP"
"92","GO:0003283",1,0.755518609163915,0,1,"atrial septum development","BP"
"93","GO:0003333",1,0.755853269901267,0,1,"amino acid transmembrane transport","BP"
"95","GO:0003351",1,0.755853270599505,0,1,"epithelial cilium movement involved in extracellular fluid movement","BP"
"97","GO:0003416",1,0.755853269901264,0,1,"endochondral bone growth","BP"
"99","GO:0003676",1,0.564103381779873,0,2,"nucleic acid binding","MF"
"101","GO:0003682",1,0.570007360870917,0,2,"chromatin binding","MF"
"102","GO:0003697",1,0.70221196298806,0,1,"single-stranded DNA binding","MF"
"105","GO:0003777",1,0.755853269918733,0,1,"microtubule motor activity","MF"
"107","GO:0003824",1,0.755853269900264,0,1,"catalytic activity","MF"
"110","GO:0003925",1,0.692664065034379,0,1,"G protein activity","MF"
"111","GO:0003938",1,0.755853269900264,0,1,"IMP dehydrogenase activity","MF"
"112","GO:0003950",1,0.702787215070141,0,1,"NAD+ ADP-ribosyltransferase activity","MF"
"113","GO:0003953",1,0.75585326991562,0,1,"NAD+ nucleosidase activity","MF"
"115","GO:0004127",1,0.634492951825419,0,1,"cytidylate kinase activity","MF"
"116","GO:0004175",1,0.570090404410385,0,2,"endopeptidase activity","MF"
"117","GO:0004181",1,0.755853269898013,0,1,"metallocarboxypeptidase activity","MF"
"118","GO:0004197",1,0.754570770232612,0,1,"cysteine-type endopeptidase activity","MF"
"120","GO:0004252",1,0.755853269966991,0,1,"serine-type endopeptidase activity","MF"
"122","GO:0004497",1,0.755853269897504,0,1,"monooxygenase activity","MF"
"123","GO:0004503",1,0.755853269897504,0,1,"tyrosinase activity","MF"
"124","GO:0004518",1,0.531781092629416,0,2,"nuclease activity","MF"
"125","GO:0004519",1,0.531781092629416,0,2,"endonuclease activity","MF"
"126","GO:0004520",1,0.755853269898529,0,1,"endodeoxyribonuclease activity","MF"
"127","GO:0004521",1,0.703929669693953,0,1,"endoribonuclease activity","MF"
"131","GO:0004691",1,0.648202460111375,0,1,"cAMP-dependent protein kinase activity","MF"
"135","GO:0004713",1,0.431254423805512,0,3,"protein tyrosine kinase activity","MF"
"136","GO:0004714",1,0.571060643392687,0,2,"transmembrane receptor protein tyrosine kinase activity","MF"
"138","GO:0004849",1,0.634492951825419,0,1,"uridine kinase activity","MF"
"139","GO:0004861",1,0.755853269898529,0,1,"cyclin-dependent protein serine/threonine kinase inhibitor activity","MF"
"140","GO:0004864",1,0.75585326991169,0,1,"protein phosphatase inhibitor activity","MF"
"141","GO:0004888",1,0.755853269897801,0,1,"transmembrane signaling receptor activity","MF"
"142","GO:0004930",1,0.571060643363017,0,2,"G protein-coupled receptor activity","MF"
"143","GO:0004970",1,0.755853269954559,0,1,"ionotropic glutamate receptor activity","MF"
"144","GO:0004996",1,0.755853269898367,0,1,"thyroid-stimulating hormone receptor activity","MF"
"145","GO:0005003",1,0.755853269950144,0,1,"ephrin receptor activity","MF"
"146","GO:0005004",1,0.755853269950144,0,1,"GPI-linked ephrin receptor activity","MF"
"147","GO:0005005",1,0.755853269950144,0,1,"transmembrane-ephrin receptor activity","MF"
"148","GO:0005042",1,0.755853270065425,0,1,"netrin receptor activity","MF"
"149","GO:0005044",1,0.703929669693953,0,1,"scavenger receptor activity","MF"
"150","GO:0005078",1,0.648202460111375,0,1,"MAP-kinase scaffold activity","MF"
"152","GO:0005085",1,0.275291154982368,0,4,"guanyl-nucleotide exchange factor activity","MF"
"155","GO:0005123",1,0.754570770232612,0,1,"death receptor binding","MF"
"157","GO:0005164",1,0.754570770232612,0,1,"tumor necrosis factor receptor binding","MF"
"158","GO:0005176",1,0.755853270022098,0,1,"ErbB-2 class receptor binding","MF"
"161","GO:0005200",1,0.429047086033074,0,3,"structural constituent of cytoskeleton","MF"
"163","GO:0005216",1,0.431183729460255,0,3,"ion channel activity","MF"
"164","GO:0005230",1,0.755853269897801,0,1,"extracellular ligand-gated ion channel activity","MF"
"165","GO:0005244",1,0.747805629089512,0,1,"voltage-gated ion channel activity","MF"
"166","GO:0005262",1,0.570967155451725,0,2,"calcium channel activity","MF"
"167","GO:0005267",1,0.747805629089512,0,1,"potassium channel activity","MF"
"168","GO:0005313",1,0.75536987872643,0,1,"L-glutamate transmembrane transporter activity","MF"
"169","GO:0005314",1,0.75536987872643,0,1,"high-affinity glutamate transmembrane transporter activity","MF"
"170","GO:0005319",1,0.755853270694667,0,1,"lipid transporter activity","MF"
"171","GO:0005347",1,0.724664645885736,0,1,"ATP transmembrane transporter activity","MF"
"172","GO:0005459",1,0.703929669693953,0,1,"UDP-galactose transmembrane transporter activity","MF"
"173","GO:0005460",1,0.703929669693953,0,1,"UDP-glucose transmembrane transporter activity","MF"
"175","GO:0005509",1,0.368453574276448,0,3,"calcium ion binding","MF"
"177","GO:0005518",1,0.755853269901264,0,1,"collagen binding","MF"
"180","GO:0005546",1,0.755853270288921,0,1,"phosphatidylinositol-4,5-bisphosphate binding","MF"
"181","GO:0005547",1,0.74586338817685,0,1,"phosphatidylinositol-3,4,5-trisphosphate binding","MF"
"182","GO:0005548",1,0.755853270694667,0,1,"phospholipid transporter activity","MF"
"189","GO:0005635",1,0.702787215070141,0,1,"nuclear envelope","CC"
"192","GO:0005681",1,0.755836374483254,0,1,"spliceosomal complex","CC"
"193","GO:0005689",1,0.755836374483254,0,1,"U12-type spliceosomal complex","CC"
"203","GO:0005765",1,0.318412919967847,0,4,"lysosomal membrane","CC"
"205","GO:0005769",1,0.755853270755243,0,1,"early endosome","CC"
"206","GO:0005778",1,0.755853269900264,0,1,"peroxisomal membrane","CC"
"208","GO:0005788",1,0.755853269966991,0,1,"endoplasmic reticulum lumen","CC"
"210","GO:0005791",1,0.571060643442415,0,2,"rough endoplasmic reticulum","CC"
"214","GO:0005813",1,0.184890526645581,0,6,"centrosome","CC"
"215","GO:0005814",1,0.755853270828468,0,1,"centriole","CC"
"216","GO:0005815",1,0.324927858735612,0,4,"microtubule organizing center","CC"
"217","GO:0005819",1,0.431254424317639,0,3,"spindle","CC"
"221","GO:0005871",1,0.570807465005327,0,2,"kinesin complex","CC"
"222","GO:0005873",1,0.755853269918733,0,1,"plus-end kinesin complex","CC"
"223","GO:0005874",1,0.431062974005608,0,3,"microtubule","CC"
"224","GO:0005876",1,0.755853269918733,0,1,"spindle microtubule","CC"
"227","GO:0005887",1,0.0589610466871651,0,10,"integral component of plasma membrane","CC"
"228","GO:0005892",1,0.755853269897801,0,1,"acetylcholine-gated channel complex","CC"
"229","GO:0005901",1,0.755729694079971,0,1,"caveola","CC"
"233","GO:0005912",1,0.755853269950144,0,1,"adherens junction","CC"
"234","GO:0005923",1,0.751994752405708,0,1,"bicellular tight junction","CC"
"236","GO:0005929",1,0.431062974005608,0,3,"cilium","CC"
"239","GO:0006164",1,0.755853269900264,0,1,"purine nucleotide biosynthetic process","BP"
"242","GO:0006177",1,0.755853269900264,0,1,"GMP biosynthetic process","BP"
"243","GO:0006183",1,0.755853269900264,0,1,"GTP biosynthetic process","BP"
"244","GO:0006207",1,0.634492951825419,0,1,"'de novo' pyrimidine nucleobase biosynthetic process","BP"
"245","GO:0006221",1,0.634492951825419,0,1,"pyrimidine nucleotide biosynthetic process","BP"
"246","GO:0006222",1,0.634492951825419,0,1,"UMP biosynthetic process","BP"
