gene_id,1041,1471,1637,Sample1,Sample2,Sample3
Pocillopora_acuta_HIv1_PredGene_g25474.t1,0,0,0,0,7,0
Pocillopora_acuta_HIv1_PredGene_g20801.t1,0,4,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_g15832.t3,0,0,0,0,112,0
Pocillopora_acuta_HIv1_PredGene_22163_t,0,0,29,0,0,9
Pocillopora_acuta_HIv1_PredGene_g17884.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_g29262.t1,0,0,0,0,0,0
STRG.19607,8,3,6,0,10,10
Pocillopora_acuta_HIv1_PredGene_g24750.t1,0,0,0,2,0,0
Pocillopora_acuta_HIv1_PredGene_g2065.t1,0,0,0,8,13,3
Pocillopora_acuta_HIv1_PredGene_g20803.t1,0,0,0,0,0,3
Pocillopora_acuta_HIv1_PredGene_g4137.t1,0,0,0,6,1,15
Pocillopora_acuta_HIv1_PredGene_g10849.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g1558.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g1877.t1,0,0,0,0,2,0
STRG.6756,37,5,21,26,13,18
Pocillopora_acuta_HIv1_PredGene_g8780.t1,0,0,0,0,3,0
Pocillopora_acuta_HIv1_PredGene_g10760.t1,0,0,0,3,0,0
Pocillopora_acuta_HIv1_PredGene_4507_t,0,0,43,0,0,50
Pocillopora_acuta_HIv1_PredGene_g12680.t1,0,0,0,4,2,0
Pocillopora_acuta_HIv1_PredGene_g27832.t1,0,22,0,0,13,8
Pocillopora_acuta_HIv1_PredGene_g22823.t1,0,0,0,0,0,0
STRG.15325,67,30,44,19,10,10
Pocillopora_acuta_HIv1_PredGene_g24802.t1,0,0,0,0,1,0
Pocillopora_acuta_HIv1_PredGene_g2067.t1,0,0,0,3,6,5
Pocillopora_acuta_HIv1_PredGene_g20503.t1,0,9,2,0,0,1
Pocillopora_acuta_HIv1_PredGene_g14901.t1,0,2,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g26127.t1,0,0,0,0,2,0
STRG.13959,98,140,161,174,299,307
Pocillopora_acuta_HIv1_PredGene_13396_t,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g4447.t1,0,9,0,0,13,7
Pocillopora_acuta_HIv1_PredGene_g9324.t1,0,0,0,0,0,0
STRG.9816,2901,2265,1583,2079,1917,1752
STRG.9815,130,74,72,379,267,296
STRG.9814,364,187,136,218,145,143
STRG.9813,398,343,212,85,91,111
STRG.9812,27,19,19,28,21,32
STRG.9811,3,0,0,0,5,3
STRG.9810,17,17,0,11,18,10
Pocillopora_acuta_HIv1_PredGene_g30508.t1,0,0,4,11,0,4
STRG.9819,170,120,89,38,72,45
STRG.9818,410,404,194,286,466,330
Pocillopora_acuta_HIv1_PredGene_g8066.t1,0,0,15,8,9,4
Pocillopora_acuta_HIv1_PredGene_27898_t,0,0,0,0,0,3
STRG.16908,14,8,5,5,3,10
STRG.16909,294,185,203,116,209,158
STRG.16906,705,798,849,318,330,359
STRG.16907,203,156,124,125,322,217
STRG.16904,42,35,46,11,16,47
Pocillopora_acuta_HIv1_PredGene_g8639.t2,0,0,0,0,0,0
STRG.16902,222,208,248,98,109,121
STRG.16903,24,112,88,25,71,93
STRG.16900,1192,987,1013,465,478,526
STRG.16901,1190,1129,1140,587,797,868
Pocillopora_acuta_HIv1_PredGene_g24131.t1,0,0,0,5,0,0
STRG.20529,74,8,70,19,0,21
STRG.20528,1026,603,1028,543,288,701
STRG.20525,14,11,0,0,44,19
STRG.20524,19,34,32,20,15,35
STRG.20527,262,119,208,164,112,193
STRG.20526,20,24,16,16,33,24
STRG.20521,527,293,375,255,308,275
STRG.20520,2010,1765,2112,697,989,1175
STRG.20523,16,21,38,7,14,16
STRG.20522,34,71,46,31,35,68
Pocillopora_acuta_HIv1_PredGene_g31137.t1,0,0,0,4,0,0
STRG.8932,318,190,314,335,396,426
STRG.21450,74,56,54,30,32,64
STRG.5750,358,149,157,165,170,171
STRG.5751,493,313,357,347,571,479
STRG.5752,55,477,21,49,618,65
STRG.5753,95,73,54,98,144,101
STRG.5754,270,279,279,305,610,349
STRG.5755,400,287,164,178,179,93
STRG.5756,31,0,17,9,9,12
STRG.5757,65,66,39,36,85,30
Pocillopora_acuta_HIv1_PredGene_g26915.t1,0,7,0,1,2,2
STRG.5759,143,173,157,112,197,173
Pocillopora_acuta_HIv1_PredGene_g20041.t1,0,0,0,0,5,0
STRG.20297,150,184,154,59,187,139
STRG.2909,13,12,18,6,5,10
STRG.20295,82,140,78,49,90,52
STRG.20294,36,21,27,27,25,51
STRG.20293,878,637,2028,332,444,1027
STRG.20292,107,103,102,61,65,108
STRG.20291,89,81,78,26,20,29
STRG.20290,60,34,48,20,22,24
STRG.2900,885,688,670,561,1129,930
STRG.2901,548,407,350,595,699,621
STRG.2902,93,167,72,90,227,105
STRG.2903,93,263,157,70,175,104
STRG.2904,125,108,188,361,464,645
STRG.2905,38,62,54,20,15,28
STRG.20299,93,51,68,46,119,66
STRG.20298,21,30,13,14,11,16
STRG.9109,424,542,521,220,221,220
STRG.9108,3,30,128,0,23,27
STRG.9101,831,17,712,160,7,185
Pocillopora_acuta_HIv1_PredGene_g16007.t1,0,0,0,0,1,0
STRG.9103,40,129,181,28,18,46
STRG.9102,49,63,147,27,15,53
STRG.9105,291,101,219,77,42,82
STRG.9104,77,50,80,11,10,7
STRG.9107,128,31,68,67,20,59
STRG.9106,50,39,64,38,23,31
STRG.10607,114,193,113,66,136,104
Pocillopora_acuta_HIv1_PredGene_g2309.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g5073.t2,0,0,0,0,0,0
STRG.8054,223,92,145,180,250,256
STRG.8055,81,67,71,246,319,355
STRG.8056,4791,2129,2540,2424,1982,1996
STRG.8057,59,19,32,39,26,30
STRG.8050,6,26,20,54,43,57
STRG.8051,712,682,699,475,505,648
Pocillopora_acuta_HIv1_PredGene_g17508.t1,0,0,0,0,5,0
STRG.8053,8,27,8,14,14,24
STRG.8058,60,14,22,14,2,25
STRG.8059,109,0,3,98,0,134
STRG.10997,89,32,61,51,23,47
STRG.10996,175,201,185,88,180,154
Pocillopora_acuta_HIv1_PredGene_14203_t,0,0,4,0,5,0
STRG.10994,8,16,10,4,5,5
STRG.10993,219,272,125,170,298,233
STRG.10992,10,18,21,15,8,12
STRG.10991,11,27,16,18,29,12
STRG.10990,10,7,12,0,16,11
STRG.10999,145,72,88,48,48,26
STRG.10998,82,76,51,53,36,38
STRG.14676,336,229,283,294,410,453
STRG.14677,384,344,273,202,318,308
STRG.14674,38,23,23,0,0,19
STRG.14675,3271,918,1195,3284,2815,2830
STRG.14672,510,233,240,633,614,689
STRG.14673,132,69,46,21,43,34
STRG.14670,24,12,6,4,6,0
STRG.14671,1138,699,693,987,944,946
STRG.14678,69,64,62,130,160,154
STRG.14679,107,175,173,86,117,132
Pocillopora_acuta_HIv1_PredGene_g7371.t1,0,0,0,7,9,2
Pocillopora_acuta_HIv1_PredGene_g2180.t1,0,0,0,0,0,0
STRG.18563,4,14,10,6,9,11
Pocillopora_acuta_HIv1_PredGene_g15689.t1,0,0,0,0,0,0
STRG.7622,3,52,13,0,3,0
STRG.7623,9,10,6,2,5,5
STRG.7620,193,120,201,107,51,84
Pocillopora_acuta_HIv1_PredGene_g347.t1,0,0,0,0,9,0
STRG.7626,106,205,89,106,119,95
STRG.7627,161,176,98,78,96,63
STRG.7624,22,4,38,20,20,39
STRG.7625,55,94,54,27,65,36
STRG.7628,7,16,20,13,13,9
Pocillopora_acuta_HIv1_PredGene_g15264.t1,0,0,0,1,0,0
STRG.3752,190,175,141,92,88,109
STRG.16297,1288,1062,896,431,465,468
STRG.16294,27,61,57,36,56,43
STRG.16295,34,50,23,23,66,17
STRG.3756,3,4,11,4,0,0
STRG.16293,4,17,0,14,9,8
STRG.3754,100,85,43,60,59,45
STRG.16291,550,628,696,127,243,213
STRG.3758,51,21,45,30,32,23
STRG.3759,311,283,259,156,276,252
STRG.16298,150,253,73,73,87,90
STRG.16299,38,68,27,16,29,17
STRG.18944,88,41,86,34,23,27
STRG.18945,32,0,14,0,0,25
STRG.18946,37,32,34,23,29,11
Pocillopora_acuta_HIv1_PredGene_g3936.t1,0,0,0,0,0,0
STRG.18940,5386,1866,1579,3483,1435,1184
STRG.18941,51,96,82,23,19,22
STRG.18942,557,565,635,479,471,707
STRG.18943,35,24,7,8,5,3
STRG.7990,118,56,121,81,60,78
STRG.7991,1100,838,765,996,1294,1422
STRG.7992,247,124,139,72,94,73
STRG.7993,3,2,9,2,2,5
STRG.7994,4,5,8,0,5,7
STRG.18949,228,208,181,111,99,146
Pocillopora_acuta_HIv1_PredGene_g2118.t1,0,0,0,3,4,0
STRG.7997,745,1575,758,548,911,585
STRG.3288,108,125,63,48,32,33
STRG.16129,1549,1568,1328,1782,1755,1775
STRG.16120,8,21,16,0,14,9
STRG.3281,134,49,72,49,31,47
STRG.16122,1737,1435,1214,844,1802,1261
STRG.16123,13,25,38,8,9,0
STRG.16124,35,12,18,15,20,10
STRG.16125,22,43,24,12,13,24
STRG.16126,336,368,372,115,123,166
STRG.16127,193,207,160,123,203,232
STRG.12638,66,54,95,98,129,150
STRG.12639,14,0,13,4,0,0
Pocillopora_acuta_HIv1_PredGene_g22568.t1,0,0,0,34,0,18
STRG.12630,27,62,121,23,73,85
STRG.12631,162,155,136,68,81,103
STRG.12632,3,4,4,5,5,5
STRG.12633,1430,304,780,341,124,362
STRG.12634,182,232,84,43,70,50
STRG.12635,47,63,74,32,39,30
STRG.12636,98,81,101,100,156,171
STRG.12637,21,3,22,22,14,32
STRG.3958,44,78,63,18,24,30
Pocillopora_acuta_HIv1_PredGene_g15176.t1,0,0,0,0,0,0
STRG.21066,311,170,198,57,33,48
STRG.3379,26,3,6,9,0,0
Pocillopora_acuta_HIv1_PredGene_g32721.t1,0,0,0,3,0,0
Pocillopora_acuta_HIv1_PredGene_g18278.t1,0,0,0,0,0,0
STRG.2485,45,39,28,15,23,13
STRG.23176,466,248,217,68,66,99
STRG.23175,5,3,2,15,8,13
STRG.23174,55,39,55,55,37,64
STRG.23173,5,4,4,0,1,0
STRG.2480,550,971,1150,182,283,272
STRG.23171,12,5,16,0,6,7
STRG.2482,52,0,67,37,23,26
STRG.1660,2,4,16,4,4,6
STRG.1661,20,74,32,17,50,71
STRG.1662,1108,1311,1071,710,607,692
Pocillopora_acuta_HIv1_PredGene_g24668.t1,0,0,0,0,0,0
STRG.2489,118,118,76,37,84,53
STRG.2488,10258,8912,8292,10600,14410,13975
STRG.23179,184,180,155,105,91,84
Pocillopora_acuta_HIv1_PredGene_g8748.t1,0,0,0,3,3,3
STRG.4245,6,3,0,4,7,4
Pocillopora_acuta_HIv1_PredGene_g5510.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14683.t1,0,0,0,0,0,0
STRG.4246,554,696,430,426,473,573
Pocillopora_acuta_HIv1_PredGene_23667_t,0,1,1,1,4,1
STRG.4241,30,30,16,5,0,0
STRG.21068,20,27,5,4,11,13
Pocillopora_acuta_HIv1_PredGene_g10556.t1,0,187,0,0,36,0
Pocillopora_acuta_HIv1_PredGene_g23131.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g3803.t1,0,0,0,0,0,0
STRG.17658,79,76,71,24,46,34
STRG.2159,118,129,98,39,69,39
STRG.2158,64,98,108,64,107,111
STRG.2153,215,406,213,113,403,245
STRG.17650,477,501,292,222,258,281
STRG.17653,747,616,579,344,708,651
STRG.17652,90,35,75,53,59,42
STRG.17655,56,74,59,41,78,82
Pocillopora_acuta_HIv1_PredGene_g31761.t1,0,0,0,6,0,8
STRG.17657,488,302,361,151,150,172
STRG.17656,570,583,683,104,144,235
STRG.3374,221,148,168,79,91,93
STRG.1598,54,9,24,39,13,24
STRG.1599,16,5,21,18,4,4
STRG.1596,151,46,88,57,19,42
STRG.18497,475,266,218,41,20,17
STRG.18494,53,58,44,40,45,34
STRG.18495,142,141,140,140,264,289
STRG.1592,23,26,7,13,11,8
STRG.1593,12,11,10,2,0,3
STRG.18490,396,305,288,268,406,286
STRG.18491,346,148,233,145,60,141
Pocillopora_acuta_HIv1_PredGene_g33379.t1,0,0,0,0,0,0
STRG.19728,539,806,525,186,390,288
STRG.19727,127,39,63,128,48,56
STRG.19726,59,34,21,16,12,0
STRG.19725,51,27,18,26,20,36
STRG.19724,4,19,3,4,4,7
Pocillopora_acuta_HIv1_PredGene_g6581.t1,0,0,0,0,0,0
STRG.19722,16,0,14,11,13,16
STRG.19721,268,255,340,111,139,110
STRG.19720,35,19,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g12479.t1,0,16,0,0,0,5
Pocillopora_acuta_HIv1_PredGene_g23739.t1,0,0,0,10,10,0
Pocillopora_acuta_HIv1_PredGene_g3210.t1,0,0,3,2,0,3
Pocillopora_acuta_HIv1_PredGene_g32569.t1,0,0,0,5,0,3
Pocillopora_acuta_HIv1_PredGene_g7915.t1,0,5,14,5,15,16
Pocillopora_acuta_HIv1_PredGene_g29960.t1,0,0,0,0,3,0
Pocillopora_acuta_HIv1_PredGene_g29038.t1,0,0,0,0,0,0
STRG.3376,7034,9426,6568,1150,1525,1491
STRG.20622,560,398,415,75,73,95
Pocillopora_acuta_HIv1_PredGene_g2894.t1,0,0,0,0,6,4
Pocillopora_acuta_HIv1_PredGene_5882_t,0,7,0,0,0,0
STRG.1324,57,41,32,31,19,26
STRG.18641,2,3,0,3,0,0
Pocillopora_acuta_HIv1_PredGene_g4244.t1,0,0,0,0,1,0
STRG.1326,373,329,422,163,157,184
STRG.18647,62,73,78,47,51,47
STRG.1320,26,39,24,34,59,29
STRG.14290,0,0,2,0,0,4
STRG.1323,19,43,39,23,24,17
STRG.10568,677,533,418,476,675,554
Pocillopora_acuta_HIv1_PredGene_g31402.t1,0,0,0,2,0,0
STRG.10566,474,421,357,186,274,256
STRG.10567,8,9,9,12,16,14
STRG.10564,106,16,112,58,54,119
STRG.10565,292,265,245,93,101,117
STRG.10562,235,117,144,58,38,90
STRG.10563,18,0,20,12,0,26
Pocillopora_acuta_HIv1_PredGene_g4156.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g8469.t1,0,0,0,3,0,3
STRG.18238,5,12,4,2,5,4
STRG.18239,2,5,5,1,4,2
STRG.18232,18,15,14,7,6,7
STRG.18233,21,28,21,10,27,10
STRG.18230,7,12,15,0,8,0
STRG.18231,66,52,53,13,24,26
STRG.18236,812,789,649,679,960,708
STRG.18237,154,203,185,173,323,208
STRG.18234,7,6,0,4,4,8
STRG.18235,19,57,10,22,32,21
Pocillopora_acuta_HIv1_PredGene_g18405.t1,0,0,0,3,11,0
Pocillopora_acuta_HIv1_PredGene_g19016.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_g8733.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_g24515.t1,0,0,0,13,11,11
STRG.19296,159,194,188,158,193,211
Pocillopora_acuta_HIv1_PredGene_g6147.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_g29962.t1,0,0,0,3,0,0
Pocillopora_acuta_HIv1_PredGene_g16643.t1,0,0,0,0,0,0
STRG.448,39,39,20,19,36,25
STRG.449,307,252,194,162,224,227
Pocillopora_acuta_HIv1_PredGene_15516_t,0,0,0,0,0,0
STRG.442,382,301,359,232,198,240
STRG.443,56,45,0,19,33,30
STRG.440,306,369,444,175,339,290
Pocillopora_acuta_HIv1_PredGene_g5686.t1,0,0,0,6,9,3
STRG.446,21,0,17,18,11,9
STRG.447,5,1,12,2,0,4
STRG.444,24,40,28,17,37,9
STRG.445,871,775,780,593,890,798
Pocillopora_acuta_HIv1_PredGene_g13557.t1,0,7,25,0,5,4
Pocillopora_acuta_HIv1_PredGene_g29259.t1,0,4,0,0,0,0
STRG.7537,23,18,20,8,46,19
Pocillopora_acuta_HIv1_PredGene_g310.t1,0,0,0,6,6,9
STRG.10388,20,8,21,20,19,33
STRG.10389,11,0,0,13,24,24
STRG.19294,1178,1066,1093,638,650,810
Pocillopora_acuta_HIv1_PredGene_g20584.t1,0,0,0,0,0,0
STRG.10383,35,26,7,0,14,10
STRG.10380,52,50,37,28,57,58
STRG.10381,12,4,17,12,16,23
STRG.10386,152,208,258,117,158,179
STRG.10387,25,11,16,26,17,34
STRG.10384,677,267,301,196,199,226
STRG.10385,347,341,392,168,190,241
Pocillopora_acuta_HIv1_PredGene_g32131.t1,0,0,0,0,0,0
STRG.20888,71,46,57,39,43,40
STRG.20889,86,36,53,34,61,45
Pocillopora_acuta_HIv1_PredGene_g24012.t1,0,0,0,3,3,2
STRG.16886,134,94,45,100,20,43
STRG.20882,49,19,30,24,15,14
STRG.20883,18,6,0,8,2,6
STRG.20880,121,64,49,53,26,27
STRG.20881,25,31,9,18,17,18
STRG.20886,906,808,835,727,1329,1110
STRG.20887,351,380,263,241,620,398
STRG.20884,23,44,34,16,21,21
STRG.20885,3,13,5,5,3,3
STRG.19293,3419,237,2202,1041,150,966
STRG.9627,5,0,7,14,9,13
STRG.9620,144,127,105,121,135,180
Pocillopora_acuta_HIv1_PredGene_g8731.t1,0,0,0,0,0,0
STRG.16882,67,33,41,24,25,15
STRG.16881,7,34,15,8,0,11
STRG.16880,116,151,94,40,93,72
Pocillopora_acuta_HIv1_PredGene_g22227.t1,0,14,0,8,19,0
Pocillopora_acuta_HIv1_PredGene_g22707.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g10965.t1,0,0,0,13,7,5
Pocillopora_acuta_HIv1_PredGene_g8081.t1,0,0,0,0,4,0
Pocillopora_acuta_HIv1_PredGene_g29443.t1,0,0,0,0,0,3
STRG.11381,187,363,164,166,303,200
STRG.11380,51,104,50,49,34,35
STRG.11383,1704,1098,1020,600,453,571
STRG.11382,162,10,137,62,36,47
STRG.11385,1178,519,631,359,228,308
STRG.11384,1742,1265,1064,635,411,570
STRG.11387,664,186,195,767,359,397
STRG.11386,865,1002,548,502,606,383
STRG.11389,113,66,47,34,28,45
STRG.11388,16,31,31,37,29,41
STRG.1174,17,12,15,11,9,11
STRG.3486,31,35,17,31,19,19
Pocillopora_acuta_HIv1_PredGene_g24538.t1,0,0,0,0,0,0
STRG.4455,296,355,333,153,140,181
Pocillopora_acuta_HIv1_PredGene_g24010.t1,0,0,0,0,0,0
STRG.3484,301,231,243,77,137,122
Pocillopora_acuta_HIv1_PredGene_g23773.t1,0,10,0,3,2,2
STRG.4450,482,370,464,219,301,347
Pocillopora_acuta_HIv1_PredGene_g8451.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_26906_t,0,24,0,15,3,19
STRG.4451,20,35,9,5,25,11
Pocillopora_acuta_HIv1_PredGene_g17025.t1,0,0,0,10,6,0
STRG.3480,43,38,51,10,18,15
Pocillopora_acuta_HIv1_PredGene_g27978.t1,0,8,0,3,8,2
STRG.3481,57,82,51,22,30,20
Pocillopora_acuta_HIv1_PredGene_g25680.t1,0,0,0,0,0,2
Pocillopora_acuta_HIv1_PredGene_8415_t,0,0,0,0,43,0
Pocillopora_acuta_HIv1_PredGene_g2455.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g8389.t1,0,0,0,3,11,0
Pocillopora_acuta_HIv1_PredGene_g32043.t1,0,0,0,0,3,0
Pocillopora_acuta_HIv1_PredGene_g13661.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_g10197.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_5134_t,0,0,0,0,3,0
Pocillopora_acuta_HIv1_PredGene_g1964.t1,0,0,2,6,9,5
Pocillopora_acuta_HIv1_PredGene_16672_t,0,2,0,4,12,0
STRG.11559,4,0,0,8,4,3
Pocillopora_acuta_HIv1_PredGene_g7933.t1,0,0,2,0,1,0
Pocillopora_acuta_HIv1_PredGene_g31400.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g1533.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g6104.t1,0,5,0,0,9,0
STRG.1173,58,65,37,33,16,17
STRG.23238,56,71,79,89,288,218
Pocillopora_acuta_HIv1_PredGene_g29889.t1,0,0,15,3,15,9
Pocillopora_acuta_HIv1_PredGene_g25219.t1,0,0,0,10,0,0
Pocillopora_acuta_HIv1_PredGene_g10226.t1,0,0,0,3,3,0
STRG.23235,160,103,168,92,95,160
STRG.23236,171,198,231,152,231,210
STRG.23237,34,40,36,24,28,38
STRG.23230,7,4,4,1,4,2
Pocillopora_acuta_HIv1_PredGene_g600.t1,0,4,0,0,0,0
STRG.23232,1508,902,1111,416,283,458
STRG.23233,249,27,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g23352.t1,0,0,0,3,7,0
STRG.15650,259,92,332,141,76,240
Pocillopora_acuta_HIv1_PredGene_g15801.t1,0,0,0,0,3,0
Pocillopora_acuta_HIv1_PredGene_g20238.t2,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g17519.t1,0,0,0,0,7,2
Pocillopora_acuta_HIv1_PredGene_g20890.t4,0,0,33,99,15,112
STRG.2451,439,477,230,323,324,282
STRG.15659,12,21,18,5,4,4
STRG.77,873,1002,873,859,1128,1074
Pocillopora_acuta_HIv1_PredGene_g26446.t1,0,0,0,2,0,1
Pocillopora_acuta_HIv1_PredGene_g23769.t1,0,97,0,0,21,0
Pocillopora_acuta_HIv1_PredGene_g24694.t1,0,0,0,0,0,0
STRG.10834,179,398,175,79,112,84
STRG.3192,291,220,251,145,129,171
STRG.17827,333,347,270,112,118,93
Pocillopora_acuta_HIv1_PredGene_g20255.t1,0,0,0,0,0,0
STRG.17824,94,57,64,47,88,71
STRG.17825,2247,1978,2038,1947,3090,3189
Pocillopora_acuta_HIv1_PredGene_g13658.t1,0,0,0,0,0,0
STRG.10830,14,0,9,0,0,2
STRG.17823,187,114,96,75,86,95
STRG.10832,3,0,2,2,3,1
STRG.17821,138,84,32,61,18,5
STRG.2455,378,275,221,253,252,233
STRG.22678,121,126,97,59,52,54
Pocillopora_acuta_HIv1_PredGene_g14885.t1,0,0,0,3,0,0
Pocillopora_acuta_HIv1_PredGene_g22983.t1,0,0,0,0,0,1
Pocillopora_acuta_HIv1_PredGene_g15395.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_g15640.t1,0,0,0,2,3,0
Pocillopora_acuta_HIv1_PredGene_g32934.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_g32425.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g24438.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g11029.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g20257.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g5501.t1,0,0,0,7,0,0
Pocillopora_acuta_HIv1_PredGene_g13241.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g30214.t1,0,16,0,0,7,0
Pocillopora_acuta_HIv1_PredGene_g33540.t1,0,0,1,2,4,5
Pocillopora_acuta_HIv1_PredGene_g22643.t1,0,0,0,1,2,2
Pocillopora_acuta_HIv1_PredGene_g14645.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g8742.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g33319.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_g23428.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g17753.t1,0,0,0,2,0,0
Pocillopora_acuta_HIv1_PredGene_g14647.t2,0,2,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g13243.t1,0,0,4,0,0,0
Pocillopora_acuta_HIv1_PredGene_g30216.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g9302.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g28498.t1,0,0,0,0,6,0
STRG.16546,40,72,62,15,47,30
Pocillopora_acuta_HIv1_PredGene_g23081.t1,0,0,0,0,4,0
STRG.19591,511,588,391,409,604,582
STRG.16544,131,145,125,76,104,90
STRG.19593,57,120,70,33,15,8
STRG.12438,276,214,233,313,300,386
STRG.12439,5176,4845,4744,1033,940,1205
STRG.12436,151,144,166,39,36,51
STRG.12437,256,230,210,137,125,178
STRG.12434,275,134,128,64,45,38
STRG.12435,217,196,164,60,66,108
STRG.12432,192,217,187,84,225,115
STRG.12433,275,295,253,130,208,232
STRG.12430,590,613,520,413,534,459
STRG.12431,73,103,76,89,205,133
Pocillopora_acuta_HIv1_PredGene_g14518.t1,0,0,0,4,0,0
STRG.16540,83,138,117,34,64,64
Pocillopora_acuta_HIv1_PredGene_g8740.t1,0,0,19,17,14,18
STRG.16541,159,73,106,62,186,99
Pocillopora_acuta_HIv1_PredGene_g5742.t1,0,12,0,0,4,4
Pocillopora_acuta_HIv1_PredGene_g14199.t1,0,14,0,0,0,0
STRG.4,6,25,3,7,4,3
STRG.5,164,277,114,30,53,41
Pocillopora_acuta_HIv1_PredGene_g17247.t1,0,0,13,10,10,5
STRG.7,72,126,66,22,77,25
STRG.12384,80,71,70,61,69,70
STRG.1,52,118,44,18,40,27
STRG.12386,105,149,174,29,70,71
STRG.12387,600,682,470,469,705,544
STRG.12388,13,5,6,0,0,0
STRG.12389,237,182,207,151,216,191
Pocillopora_acuta_HIv1_PredGene_g20062.t1,0,0,0,0,0,2
STRG.8,769,1050,888,359,489,425
STRG.9,17,39,19,6,17,15
Pocillopora_acuta_HIv1_PredGene_g26068.t1,0,0,0,0,0,0
STRG.6662,16,31,9,15,75,0
Pocillopora_acuta_HIv1_PredGene_g16573.t1,0,8,11,9,17,14
Pocillopora_acuta_HIv1_PredGene_g29968.t1,0,0,0,1,5,1
Pocillopora_acuta_HIv1_PredGene_g8817.t1,0,0,0,1,2,3
Pocillopora_acuta_HIv1_PredGene_g32753.t1,0,0,0,1,0,0
Pocillopora_acuta_HIv1_PredGene_g22981.t1,0,0,0,0,0,3
STRG.19529,155,277,215,245,472,289
STRG.19528,94,103,82,14,7,5
STRG.19525,104,71,86,18,23,24
STRG.19524,34,32,75,36,41,43
STRG.19527,121,69,58,14,28,21
STRG.19526,76,54,46,15,11,20
STRG.19521,7,0,6,3,0,0
STRG.19520,117,101,79,23,24,34
STRG.19523,21,15,0,2,13,15
STRG.19522,18,23,49,51,42,47
Pocillopora_acuta_HIv1_PredGene_g122.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g1781.t1,0,0,26,0,9,7
Pocillopora_acuta_HIv1_PredGene_g876.t1,0,0,0,0,3,0
Pocillopora_acuta_HIv1_PredGene_g925.t1,0,0,0,2,3,0
Pocillopora_acuta_HIv1_PredGene_g32751.t1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g2261.t1,0,0,0,3,3,6
Pocillopora_acuta_HIv1_PredGene_g8136.t1,0,0,2,19,3,8
STRG.5387,49,32,34,14,24,22
STRG.5386,397,176,320,371,388,469
STRG.19295,142,32,151,85,118,134
STRG.9605,231,203,175,161,255,206
STRG.9602,4,0,0,3,7,3
STRG.5382,155,106,136,75,90,95
STRG.9600,25,50,52,20,40,33
STRG.5380,70,48,56,66,79,93
Pocillopora_acuta_HIv1_PredGene_g24672.t1,0,0,0,2,0,3
STRG.9608,11,12,6,11,16,6
STRG.19298,45,43,20,8,36,34
Pocillopora_acuta_HIv1_PredGene_g8815.t1,0,0,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_g17785.t1,0,0,0,3,3,4
